County Name,Priority Area Number,Priority Area,Focus Area Number,Focus Area,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count/Rate,Average Number of Denominator/Rate,Measure Unit,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Quartile,2024 Objective,Objective Region,Data Years,Date Source
Schoharie,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",29,5211,ED visit rate,55.7,,,,47.6 -< 62.7 : Q3,131.1,New York State,2022,"SPARCS, data as of July 2024"
Schuyler,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",,3344,ED visit rate,,,,Data Suppressed,Data Not Available (N/A)/Data suppressed (s),131.1,New York State,2022,"SPARCS, data as of July 2024"
Seneca,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",23,6799,ED visit rate,33.8,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Steuben,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",61,19872,ED visit rate,30.7,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Suffolk,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",1615,316406,ED visit rate,51,,,,47.6 -< 62.7 : Q3,131.1,New York State,2022,"SPARCS, data as of July 2024"
Sullivan,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",178,17097,ED visit rate,104.1,,,,62.7+ : Q4,131.1,New York State,2022,"SPARCS, data as of July 2024"
Tioga,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",31,9642,ED visit rate,32.2,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Tompkins,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",69,14717,ED visit rate,46.9,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Ulster,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",173,31138,ED visit rate,55.6,,,,47.6 -< 62.7 : Q3,131.1,New York State,2022,"SPARCS, data as of July 2024"
Warren,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",46,11386,ED visit rate,40.4,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Washington,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",41,11200,ED visit rate,36.6,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Wayne,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",69,19160,ED visit rate,36,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Westchester,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",1562,210526,ED visit rate,74.2,,,,62.7+ : Q4,131.1,New York State,2022,"SPARCS, data as of July 2024"
Wyoming,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",24,7350,ED visit rate,32.7,,,,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Yates,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",9,5567,ED visit rate,16.2,,,Unstable Estimate,< 47.6 : Q1 - Q2,131.1,New York State,2022,"SPARCS, data as of July 2024"
Bronx,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",8440,334566,ED visit rate,252.3,,,,62.7+ : Q4,131.1,New York State,2022,"SPARCS, data as of July 2024"
Kings,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",6876,575010,ED visit rate,119.6,,,,62.7+ : Q4,131.1,New York State,2022,"SPARCS, data as of July 2024"
New York,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",3685,221649,ED visit rate,166.3,,,,62.7+ : Q4,131.1,New York State,2022,"SPARCS, data as of July 2024"
Queens,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",4655,443621,ED visit rate,104.9,,,,62.7+ : Q4,131.1,New York State,2022,"SPARCS, data as of July 2024"
Richmond,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",664,106171,ED visit rate,62.5,,,,47.6 -< 62.7 : Q3,131.1,New York State,2022,"SPARCS, data as of July 2024"
Long Island,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",3090,614319,ED visit rate,50.3,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
New York City,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",24320,1681017,ED visit rate,144.7,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Mid-Hudson,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",3308,538208,ED visit rate,61.5,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Capital Region,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",1073,184254,ED visit rate,58.2,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Mohawk Valley,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",211,48291,ED visit rate,43.7,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
North Country,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",196,52743,ED visit rate,37.2,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Tug Hill Seaway,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",228,55067,ED visit rate,41.4,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Central NY,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",1125,207063,ED visit rate,54.3,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Southern Tier,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",336,78877,ED visit rate,42.6,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Finger Lakes,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",1797,257202,ED visit rate,69.9,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Western NY,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",2103,310910,ED visit rate,67.6,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
New York State (excluding NYC),1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",13467,2346934,ED visit rate,57.4,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
New York State,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",37787,4027951,ED visit rate,93.8,,,,,131.1,New York State,2022,"SPARCS, data as of July 2024"
Albany,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,229,320,Percent,71.6,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Allegany,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,30,35,Percent,85.7,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Broome,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,130,195,Percent,66.7,,,,65.4 -< 69.2 : Q2,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Cattaraugus,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,55,69,Percent,79.7,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Cayuga,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,45,66,Percent,68.2,,,,65.4 -< 69.2 : Q2,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Chautauqua,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,191,250,Percent,76.4,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Chemung,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,85,111,Percent,76.6,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Chenango,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,39,54,Percent,72.2,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Clinton,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,38,66,Percent,57.6,,,,< 65.4 : Q1,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Columbia,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,43,64,Percent,67.2,,,,65.4 -< 69.2 : Q2,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Cortland,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,45,59,Percent,76.3,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Delaware,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,,,Percent,,,,Data Suppressed,Data Not Available (N/A)/Data suppressed (s),69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Dutchess,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,156,234,Percent,66.7,,,,65.4 -< 69.2 : Q2,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Erie,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,669,932,Percent,71.8,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Essex,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,,,Percent,,,,Data Suppressed,Data Not Available (N/A)/Data suppressed (s),69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Franklin,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,24,37,Percent,64.9,,,,< 65.4 : Q1,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Fulton,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,53,74,Percent,71.6,,,,69.2+ : Q3 - Q4,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
Genesee,1,Prevent Chronic Diseases,4,Chronic Disease Preventive Care and Management,15,pa37_3,Percentage of Medicaid Managed Care members (aged 5-18) with persistent asthma having an asthma medication ratio of 0.50 or greater,31,45,Percent,68.9,,,,65.4 -< 69.2 : Q2,69,Medicaid Managed Care,2022,"QARR, data as of October 2024"
